r_bohr,u_c
3.73600,-2.83514110e-07
3.73800,-2.80690947e-07
3.74000,-2.77895877e-07
3.74200,-2.75128623e-07
3.74400,-2.72388906e-07
3.74600,-2.69676454e-07
3.74800,-2.66990995e-07
3.75000,-2.64332261e-07
3.75200,-2.61699985e-07
3.75400,-2.59093905e-07
3.75600,-2.56513761e-07
3.75800,-2.53959294e-07
3.76000,-2.51430249e-07
3.76200,-2.48926374e-07
3.76400,-2.46447417e-07
3.76600,-2.43993132e-07
3.76800,-2.41563272e-07
3.77000,-2.39157595e-07
3.77200,-2.36775861e-07
3.77400,-2.34417831e-07
3.77600,-2.32083270e-07
3.77800,-2.29771943e-07
3.78000,-2.27483621e-07
3.78200,-2.25218074e-07
3.78400,-2.22975076e-07
3.78600,-2.20754403e-07
3.78800,-2.18555832e-07
3.79000,-2.16379143e-07
3.79200,-2.14224120e-07
3.79400,-2.12090546e-07
3.79600,-2.09978209e-07
3.79800,-2.07886896e-07
3.80000,-2.05816400e-07
3.80200,-2.03766512e-07
3.80400,-2.01737028e-07
3.80600,-1.99727745e-07
3.80800,-1.97738462e-07
3.81000,-1.95768980e-07
3.81200,-1.93819102e-07
3.81400,-1.91888633e-07
3.81600,-1.89977381e-07
3.81800,-1.88085153e-07
3.82000,-1.86211761e-07
3.82200,-1.84357017e-07
3.82400,-1.82520736e-07
3.82600,-1.80702734e-07
3.82800,-1.78902829e-07
3.83000,-1.77120842e-07
3.83200,-1.75356594e-07
3.83400,-1.73609909e-07
3.83600,-1.71880611e-07
3.83800,-1.70168528e-07
3.84000,-1.68473489e-07
3.84200,-1.66795324e-07
3.84400,-1.65133866e-07
3.84600,-1.63488947e-07
3.84800,-1.61860404e-07
3.85000,-1.60248074e-07
3.85200,-1.58651794e-07
3.85400,-1.57071407e-07
3.85600,-1.55506753e-07
3.85800,-1.53957676e-07
3.86000,-1.52424021e-07
3.86200,-1.50905635e-07
3.86400,-1.49402366e-07
3.86600,-1.47914062e-07
3.86800,-1.46440577e-07
3.87000,-1.44981761e-07
3.87200,-1.43537469e-07
3.87400,-1.42107557e-07
3.87600,-1.40691881e-07
3.87800,-1.39290300e-07
3.88000,-1.37902674e-07
3.88200,-1.36528863e-07
3.88400,-1.35168731e-07
3.88600,-1.33822141e-07
3.88800,-1.32488958e-07
3.89000,-1.31169049e-07
3.89200,-1.29862282e-07
3.89400,-1.28568527e-07
3.89600,-1.27287653e-07
3.89800,-1.26019533e-07
3.90000,-1.24764039e-07
3.90200,-1.23521047e-07
3.90400,-1.22290431e-07
3.90600,-1.21072069e-07
3.90800,-1.19865838e-07
3.91000,-1.18671618e-07
3.91200,-1.17489289e-07
3.91400,-1.16318733e-07
3.91600,-1.15159833e-07
3.91800,-1.14012473e-07
3.92000,-1.12876538e-07
3.92200,-1.11751914e-07
3.92400,-1.10638489e-07
3.92600,-1.09536152e-07
3.92800,-1.08444791e-07
3.93000,-1.07364298e-07
3.93200,-1.06294565e-07
3.93400,-1.05235484e-07
3.93600,-1.04186949e-07
3.93800,-1.03148856e-07
3.94000,-1.02121101e-07
3.94200,-1.01103581e-07
3.94400,-1.00096193e-07
